tipo_cancer,año,casos_hombre_raza_blanca,casos_mujer_raza_blanca,casos_hombre_raza_negra,casos_mujer_raza_negra,muertes_hombre_raza_blanca,muertes_mujer_raza_blanca,muertes_hombre_raza_negra,muertes_mujer_raza_negra
Gallbladder,1985,0.93,2.01,,,0.73,1.31,0.42,1.13
Gallbladder,1986,1.1,1.72,,,0.74,1.27,0.52,1.07
Gallbladder,1987,1.18,1.69,,,0.68,1.21,0.65,1.09
Gallbladder,1988,0.74,1.79,,,0.64,1.1,0.64,1.05
Gallbladder,1989,0.88,1.82,,,0.64,1.17,0.79,1.09
Gallbladder,1990,0.9,1.72,,,0.59,1.08,0.61,1.04
Gallbladder,1991,0.75,1.77,,,0.6,1.08,0.63,0.98
Gallbladder,1992,0.9,1.61,,,0.59,1.06,0.51,1.08
Gallbladder,1993,0.72,1.61,,,0.59,1.0,0.61,0.98
Gallbladder,1994,0.73,1.58,,,0.51,1.01,0.47,1.13
Gallbladder,1995,0.99,1.46,,1.61,0.56,0.98,0.69,1.03
Gallbladder,1996,0.74,1.26,,1.78,0.51,0.93,0.69,1.2
Gallbladder,1997,0.84,1.15,,1.55,0.55,0.93,0.68,1.08
Gallbladder,1998,0.99,1.26,,1.62,0.54,0.88,0.52,0.95
Gallbladder,1999,0.69,1.3,,1.77,0.51,0.91,0.56,1.04
Gallbladder,2000,0.61,1.38,,1.34,0.49,0.84,0.54,0.95
Gallbladder,2001,0.81,1.43,,,0.48,0.84,0.57,1.01
Gallbladder,2002,0.94,1.34,,1.82,0.46,0.78,0.55,1.17
Gallbladder,2003,0.78,1.33,,1.53,0.49,0.76,0.44,0.85
Gallbladder,2004,0.67,1.25,,1.91,0.46,0.75,0.62,1.01
Gallbladder,2005,0.82,1.34,,2.4,0.43,0.79,0.76,0.97
Gallbladder,2006,0.91,1.24,,1.85,0.44,0.78,0.56,1.01
Gallbladder,2007,0.74,1.34,,1.9,0.44,0.71,0.53,0.9
Gallbladder,2008,0.73,1.08,,2.39,0.43,0.7,0.78,0.98
Gallbladder,2009,0.83,1.31,,1.6,0.42,0.72,0.84,0.89
Gallbladder,2010,0.66,1.36,,1.87,0.45,0.71,0.71,1.04
Gallbladder,2011,0.8,1.24,,1.88,0.43,0.68,0.79,1.04
Gallbladder,2012,0.83,1.31,1.61,1.94,0.44,0.68,0.67,0.97
Gallbladder,2013,0.72,1.15,1.65,1.94,0.44,0.65,0.77,1.09
Gallbladder,2014,0.8,0.91,2.3,2.28,0.41,0.72,0.74,1.01
Gallbladder,2015,0.62,1.3,1.41,1.96,0.36,0.66,0.75,1.01
Gallbladder,2016,0.77,1.18,1.12,1.97,0.39,0.64,0.62,1.01
Other Biliary,1975,1.69,1.22,,,1.23,0.91,0.76,0.61
Other Biliary,1976,2.06,1.07,,,1.2,0.94,0.78,0.57
Other Biliary,1977,2.11,1.27,,,1.34,0.95,0.82,0.71
Other Biliary,1978,1.96,1.15,,,1.29,1.0,0.68,0.61
Other Biliary,1979,2.2,1.45,,,1.23,0.9,0.98,0.72
Other Biliary,1980,1.77,1.33,,,1.22,0.94,0.84,0.65
Other Biliary,1981,1.97,1.34,,,1.21,0.94,0.73,0.78
Other Biliary,1982,2.0,1.4,,,1.22,0.97,0.8,0.69
Other Biliary,1983,1.73,1.15,,,1.22,0.83,0.78,0.57
Other Biliary,1984,1.79,1.37,,,1.15,0.85,0.58,0.68
Other Biliary,1985,1.76,1.23,,,1.16,0.81,0.73,0.53
Other Biliary,1986,2.01,1.13,,,1.07,0.84,0.72,0.5
Other Biliary,1987,1.46,1.33,,,1.09,0.77,0.83,0.51
Other Biliary,1988,1.75,1.19,,,0.99,0.76,0.92,0.78
Other Biliary,1989,1.86,1.03,,,1.04,0.71,0.8,0.61
Other Biliary,1990,1.69,1.22,,,0.96,0.71,0.68,0.47
Other Biliary,1991,1.67,1.24,,,0.94,0.67,0.79,0.61
Other Biliary,1992,1.93,1.28,,1.78,0.91,0.67,0.6,0.57
Other Biliary,1993,1.56,1.05,,,0.86,0.63,0.39,0.44
Other Biliary,1994,1.6,1.14,,,0.84,0.6,0.47,0.54
Other Biliary,1995,1.75,1.11,,,0.85,0.6,0.55,0.49
Other Biliary,1996,1.82,1.03,,,0.76,0.53,0.66,0.45
Other Biliary,1997,2.0,1.1,,,0.73,0.54,0.55,0.39
Other Biliary,1998,1.74,1.21,2.65,,0.68,0.49,0.55,0.42
Other Biliary,1999,1.59,1.26,,,0.67,0.49,0.5,0.41
Other Biliary,2000,1.78,1.15,,,0.75,0.56,0.42,0.42
Other Biliary,2001,2.24,1.16,,,0.69,0.51,0.59,0.47
Other Biliary,2002,1.76,1.5,2.58,,0.64,0.47,0.57,0.37
Other Biliary,2003,2.19,1.33,,,0.61,0.45,0.46,0.41
Other Biliary,2004,2.3,1.51,2.36,,0.59,0.45,0.32,0.36
Other Biliary,2005,1.93,1.35,2.08,1.64,0.56,0.45,0.49,0.39
Other Biliary,2006,2.1,1.34,1.72,1.78,0.55,0.4,0.44,0.36
Other Biliary,2007,1.97,1.46,2.16,1.51,0.54,0.43,0.36,0.34
Other Biliary,2008,2.37,1.38,1.63,1.58,0.49,0.39,0.42,0.31
Other Biliary,2009,1.89,1.39,2.19,1.62,0.51,0.37,0.45,0.32
Other Biliary,2010,2.09,1.37,2.15,1.63,0.52,0.41,0.48,0.42
Other Biliary,2011,2.07,1.44,2.33,1.38,0.53,0.38,0.36,0.38
Other Biliary,2012,2.4,1.4,1.69,1.47,0.5,0.39,0.38,0.33
Other Biliary,2013,2.11,1.61,2.03,1.46,0.46,0.4,0.35,0.44
Other Biliary,2014,2.23,1.28,1.46,1.62,0.5,0.39,0.47,0.34
Other Biliary,2015,2.13,1.33,2.43,1.35,0.49,0.39,0.52,0.31
Other Biliary,2016,2.18,1.29,1.91,1.18,0.56,0.41,0.41,0.46
Pancreas,1975,15.66,8.89,18.08,13.91,13.61,8.27,16.32,10.15
Pancreas,1976,14.5,9.74,22.55,13.97,13.43,8.41,16.05,10.47
Pancreas,1977,14.57,9.54,19.44,15.25,13.61,8.62,17.14,10.35
Pancreas,1978,13.9,8.6,20.08,11.53,13.47,8.59,15.93,10.69
Pancreas,1979,13.84,9.39,19.14,13.68,13.25,8.57,15.85,11.55
Pancreas,1980,13.69,9.18,21.76,15.53,12.85,8.58,16.47,11.8
Pancreas,1981,13.26,9.91,20.86,14.1,12.91,8.77,16.96,10.83
Pancreas,1982,13.46,9.95,20.99,13.96,12.76,8.6,17.07,11.91
Pancreas,1983,14.07,10.12,23.05,14.9,12.4,8.87,18.1,12.45
Pancreas,1984,13.87,10.64,18.36,16.34,12.61,8.89,17.52,13.08
Pancreas,1985,13.6,10.34,25.28,14.55,12.53,8.76,17.29,12.4
Pancreas,1986,13.54,9.82,20.16,15.59,12.16,8.93,16.72,13.04
Pancreas,1987,13.38,9.56,18.98,17.78,12.16,8.9,17.36,12.61
Pancreas,1988,13.36,9.57,19.55,17.45,12.16,8.65,17.05,12.66
Pancreas,1989,12.66,9.64,16.12,14.0,12.22,8.82,17.71,13.15
Pancreas,1990,12.46,9.84,18.82,12.63,12.19,8.92,18.08,13.21
Pancreas,1991,12.61,9.79,18.2,16.16,12.27,8.99,16.93,12.79
Pancreas,1992,12.9,10.02,19.77,15.75,12.23,8.92,18.22,13.44
Pancreas,1993,11.98,9.3,18.9,15.33,12.06,9.05,17.59,13.31
Pancreas,1994,12.35,9.73,21.53,14.49,11.98,8.95,17.69,13.38
Pancreas,1995,12.32,9.57,20.4,16.31,11.91,8.92,15.78,12.54
Pancreas,1996,12.48,9.57,19.68,14.88,11.79,8.91,16.45,12.97
Pancreas,1997,12.56,9.72,19.47,16.62,11.97,8.76,16.39,13.14
Pancreas,1998,12.99,9.87,16.36,13.89,12.02,8.83,16.49,13.07
Pancreas,1999,12.23,9.34,19.53,14.69,12.07,9.03,16.58,12.4
Pancreas,2000,12.93,9.56,18.16,13.38,11.98,8.99,15.79,12.7
Pancreas,2001,13.08,9.53,15.53,13.33,12.05,9.07,15.07,12.56
Pancreas,2002,13.28,10.08,14.92,16.24,12.08,8.96,15.47,12.37
Pancreas,2003,12.71,10.34,17.1,15.4,11.93,9.04,15.53,12.52
Pancreas,2004,13.61,10.18,19.55,13.45,12.23,9.09,15.57,12.22
Pancreas,2005,13.52,10.34,18.62,16.5,12.29,9.33,15.47,12.47
Pancreas,2006,14.48,10.83,18.37,15.71,12.39,9.32,14.88,12.64
Pancreas,2007,14.43,10.61,16.42,14.81,12.45,9.22,15.59,12.79
Pancreas,2008,14.24,10.84,19.35,15.84,12.45,9.49,15.12,12.55
Pancreas,2009,14.49,11.47,20.45,15.22,12.37,9.37,15.0,12.37
Pancreas,2010,13.58,11.04,19.29,15.6,12.63,9.42,15.72,12.08
Pancreas,2011,14.33,10.52,17.81,14.86,12.47,9.36,14.84,12.11
Pancreas,2012,15.01,11.25,16.1,17.05,12.69,9.42,14.5,12.48
Pancreas,2013,14.38,11.36,18.39,14.47,12.41,9.3,14.88,12.18
Pancreas,2014,14.72,11.26,20.05,14.16,12.64,9.39,14.95,11.8
Pancreas,2015,14.37,11.57,19.06,14.69,12.69,9.41,14.85,12.21
Pancreas,2016,14.09,11.43,16.98,14.73,12.69,9.55,14.86,12.15
Retroperitoneum,1975,0.67,0.41,,,0.34,0.22,0.27,0.21
Retroperitoneum,1976,0.69,0.46,,,0.34,0.21,0.16,0.27
Retroperitoneum,1977,0.52,0.42,,,0.33,0.17,0.26,0.21
Retroperitoneum,1978,0.44,0.49,,,0.23,0.21,0.31,0.26
Retroperitoneum,1979,0.35,0.54,,,0.27,0.17,0.26,0.19
Retroperitoneum,1980,0.61,0.37,,,0.26,0.18,0.32,0.2
Retroperitoneum,1981,0.82,0.46,,,0.23,0.15,0.16,0.21
Retroperitoneum,1982,0.38,0.31,,,0.22,0.15,0.38,0.19
Retroperitoneum,1983,0.54,0.29,,,0.26,0.14,0.24,0.19
Retroperitoneum,1984,0.56,0.42,,,0.19,0.15,0.22,0.23
Retroperitoneum,1985,0.55,0.37,,,0.21,0.12,0.19,0.09
Retroperitoneum,1986,0.66,0.41,,,0.2,0.11,0.21,0.16
Retroperitoneum,1987,0.43,0.43,,,0.16,0.13,0.18,0.16
Retroperitoneum,1988,0.59,0.27,,,0.17,0.11,0.26,0.11
Retroperitoneum,1989,0.66,0.46,,,0.13,0.1,0.18,0.18
Retroperitoneum,1990,0.55,0.34,,,0.16,0.11,0.21,0.1
Retroperitoneum,1991,0.53,0.42,,,0.15,0.1,0.2,0.15
Retroperitoneum,1992,0.41,0.51,,,0.15,0.1,,0.18
Retroperitoneum,1993,0.38,0.59,,,0.14,0.09,,
Retroperitoneum,1994,0.44,0.37,,,0.1,0.09,0.17,0.17
Retroperitoneum,1995,0.45,0.37,,,0.12,0.1,0.14,0.14
Retroperitoneum,1996,0.49,0.41,,,0.13,0.09,0.18,0.1
Retroperitoneum,1997,0.45,0.36,,,0.13,0.09,0.08,0.07
Retroperitoneum,1998,0.43,0.41,,,0.13,0.09,0.11,0.12
Retroperitoneum,1999,0.53,0.4,,,0.09,0.06,0.12,0.08
Retroperitoneum,2000,0.49,0.38,,,0.11,0.09,0.15,0.07
Retroperitoneum,2001,0.56,0.39,,,0.09,0.07,,0.07
Retroperitoneum,2002,0.55,0.42,,,0.09,0.07,,
Retroperitoneum,2003,0.44,0.52,,,0.09,0.05,,0.06
Retroperitoneum,2004,0.34,0.38,,,0.09,0.06,0.08,0.11
Retroperitoneum,2005,0.48,0.4,,,0.1,0.06,,0.08
Retroperitoneum,2006,0.39,0.47,,,0.07,0.05,,0.07
Retroperitoneum,2007,0.42,0.32,,,0.08,0.05,,0.05
Retroperitoneum,2008,0.59,0.43,,,0.09,0.06,,
Retroperitoneum,2009,0.48,0.34,,,0.07,0.05,,
Retroperitoneum,2010,0.46,0.36,,,0.08,0.05,,0.05
Retroperitoneum,2011,0.43,0.51,,,0.08,0.06,,0.06
Retroperitoneum,2012,0.55,0.32,,,0.07,0.05,,0.05
Retroperitoneum,2013,0.51,0.29,,,0.07,0.04,,0.05
Retroperitoneum,2014,0.41,0.46,,,0.08,0.06,,
Retroperitoneum,2015,0.38,0.42,,,0.08,0.05,0.13,0.05
Retroperitoneum,2016,0.48,0.4,,,0.09,0.07,0.07,0.06
"Peritoneum, Omentum and Mesentery",1975,,,,,0.16,0.13,0.16,0.16
"Peritoneum, Omentum and Mesentery",1976,,,,,0.13,0.16,0.15,0.12
"Peritoneum, Omentum and Mesentery",1977,,,,,0.13,0.16,0.16,0.19
"Peritoneum, Omentum and Mesentery",1978,,,,,0.12,0.13,0.15,
"Peritoneum, Omentum and Mesentery",1979,,,,,0.09,0.1,0.15,0.1
"Peritoneum, Omentum and Mesentery",1980,,,,,0.07,0.09,,0.14
"Peritoneum, Omentum and Mesentery",1981,,,,,0.12,0.08,,
"Peritoneum, Omentum and Mesentery",1982,,,,,0.1,0.09,,0.09
"Peritoneum, Omentum and Mesentery",1983,,,,,0.07,0.09,,0.1
"Peritoneum, Omentum and Mesentery",1984,,,,,0.1,0.08,,
"Peritoneum, Omentum and Mesentery",1985,,,,,0.09,0.09,,0.1
"Peritoneum, Omentum and Mesentery",1986,,0.17,,,0.09,0.09,,
"Peritoneum, Omentum and Mesentery",1987,,,,,0.11,0.11,,0.08
"Peritoneum, Omentum and Mesentery",1988,,0.21,,,0.08,0.08,,
"Peritoneum, Omentum and Mesentery",1989,,0.16,,,0.09,0.09,,0.08
"Peritoneum, Omentum and Mesentery",1990,,0.25,,,0.1,0.12,0.15,0.09
"Peritoneum, Omentum and Mesentery",1991,,0.41,,,0.1,0.15,,
"Peritoneum, Omentum and Mesentery",1992,,0.33,,,0.1,0.15,,0.09
"Peritoneum, Omentum and Mesentery",1993,,0.45,,,0.1,0.14,,0.1
"Peritoneum, Omentum and Mesentery",1994,,0.6,,,0.07,0.17,,0.18
"Peritoneum, Omentum and Mesentery",1995,,0.65,,,0.08,0.18,,0.14
"Peritoneum, Omentum and Mesentery",1996,,0.9,,,0.08,0.23,,0.16
"Peritoneum, Omentum and Mesentery",1997,,0.85,,,0.07,0.24,,0.2
"Peritoneum, Omentum and Mesentery",1998,,0.93,,,0.09,0.3,,0.14
"Peritoneum, Omentum and Mesentery",1999,,0.97,,,0.09,0.27,,0.2
"Peritoneum, Omentum and Mesentery",2000,,1.06,,,0.07,0.34,0.1,0.2
"Peritoneum, Omentum and Mesentery",2001,,1.06,,,0.08,0.35,,0.19
"Peritoneum, Omentum and Mesentery",2002,,1.18,,,0.09,0.38,,0.24
"Peritoneum, Omentum and Mesentery",2003,,1.29,,,0.08,0.38,,0.25
"Peritoneum, Omentum and Mesentery",2004,,1.44,,,0.1,0.43,0.11,0.2
"Peritoneum, Omentum and Mesentery",2005,,1.26,,,0.08,0.4,,0.23
"Peritoneum, Omentum and Mesentery",2006,,1.23,,,0.08,0.42,,0.21
"Peritoneum, Omentum and Mesentery",2007,,1.32,,,0.09,0.41,0.09,0.24
"Peritoneum, Omentum and Mesentery",2008,0.17,1.28,,,0.1,0.41,,0.16
"Peritoneum, Omentum and Mesentery",2009,,1.26,,,0.09,0.39,,0.22
"Peritoneum, Omentum and Mesentery",2010,,1.1,,,0.1,0.4,,0.2
"Peritoneum, Omentum and Mesentery",2011,,1.2,,,0.12,0.43,,0.23
"Peritoneum, Omentum and Mesentery",2012,,0.97,,,0.1,0.4,0.07,0.23
"Peritoneum, Omentum and Mesentery",2013,,0.99,,,0.09,0.4,0.07,0.22
"Peritoneum, Omentum and Mesentery",2014,,1.02,,,0.11,0.4,0.11,0.29
"Peritoneum, Omentum and Mesentery",2015,,0.81,,,0.11,0.39,0.06,0.3
"Peritoneum, Omentum and Mesentery",2016,,0.94,,,0.13,0.43,,0.33
Other Digestive Organs,1975,0.53,0.43,,,0.51,0.36,0.8,0.69
Other Digestive Organs,1976,0.49,0.43,,,0.52,0.32,0.73,0.48
Other Digestive Organs,1977,0.48,0.37,,,0.4,0.31,0.77,0.49
Other Digestive Organs,1978,0.42,0.34,,,0.46,0.29,0.66,0.6
Other Digestive Organs,1979,0.43,0.31,,,0.36,0.29,0.7,0.41
Other Digestive Organs,1980,0.38,0.33,,,0.39,0.28,0.6,0.4
Other Digestive Organs,1981,0.45,0.37,,,0.31,0.23,0.52,0.44
Other Digestive Organs,1982,0.4,0.34,,,0.36,0.24,0.56,0.37
Other Digestive Organs,1983,0.43,0.32,,,0.38,0.21,0.36,0.48
Other Digestive Organs,1984,0.47,0.36,,,0.32,0.23,0.43,0.34
Other Digestive Organs,1985,0.5,0.43,,,0.3,0.2,0.44,0.49
Other Digestive Organs,1986,0.52,0.28,,,0.28,0.17,0.49,0.34
Other Digestive Organs,1987,0.29,0.3,,,0.27,0.19,0.49,0.28
Other Digestive Organs,1988,0.47,0.24,,,0.28,0.2,0.48,0.23
Other Digestive Organs,1989,0.41,0.3,,,0.26,0.18,0.6,0.34
Other Digestive Organs,1990,0.35,0.35,,,0.24,0.17,0.39,0.2
Other Digestive Organs,1991,0.4,0.28,,,0.23,0.17,0.33,0.33
Other Digestive Organs,1992,0.51,0.21,,,0.21,0.16,0.38,0.31
Other Digestive Organs,1993,0.44,0.39,,,0.23,0.15,0.38,0.22
Other Digestive Organs,1994,0.41,0.32,,,0.22,0.13,0.34,0.24
Other Digestive Organs,1995,0.55,0.28,,,0.21,0.16,0.22,0.19
Other Digestive Organs,1996,0.37,0.39,,,0.23,0.16,0.45,0.2
Other Digestive Organs,1997,0.42,0.51,,,0.22,0.15,0.29,0.2
Other Digestive Organs,1998,0.49,0.3,,,0.19,0.14,0.34,0.17
Other Digestive Organs,1999,0.5,0.32,,,0.46,0.3,0.67,0.35
Other Digestive Organs,2000,0.6,0.48,,,0.38,0.25,0.56,0.5
Other Digestive Organs,2001,0.53,0.52,,,0.41,0.25,0.7,0.45
Other Digestive Organs,2002,0.65,0.63,,,0.39,0.26,0.67,0.31
Other Digestive Organs,2003,0.63,0.54,,,0.39,0.25,0.66,0.35
Other Digestive Organs,2004,0.73,0.57,,,0.24,0.19,0.3,0.25
Other Digestive Organs,2005,0.77,0.46,,,0.27,0.18,0.4,0.24
Other Digestive Organs,2006,0.73,0.52,,,0.35,0.23,0.56,0.29
Other Digestive Organs,2007,0.64,0.47,,,0.39,0.22,0.51,0.27
Other Digestive Organs,2008,0.53,0.44,,,0.34,0.22,0.63,0.28
Other Digestive Organs,2009,0.56,0.44,,,0.37,0.21,0.47,0.41
Other Digestive Organs,2010,0.75,0.6,,,0.4,0.22,0.47,0.32
Other Digestive Organs,2011,0.72,0.61,,,0.33,0.26,0.6,0.33
Other Digestive Organs,2012,0.79,0.63,,0.98,0.43,0.23,0.49,0.28
Other Digestive Organs,2013,0.82,0.66,1.72,0.86,0.39,0.27,0.55,0.3
Other Digestive Organs,2014,0.95,0.64,,0.97,0.44,0.27,0.59,0.4
Other Digestive Organs,2015,0.89,0.65,,0.96,0.44,0.27,0.75,0.37
Other Digestive Organs,2016,1.08,0.71,,,0.44,0.3,0.58,0.38
"Nose, Nasal Cavity and Middle Ear",1975,0.91,0.47,,,0.48,0.23,0.78,0.25
"Nose, Nasal Cavity and Middle Ear",1976,0.77,0.64,,,0.49,0.21,0.44,0.28
"Nose, Nasal Cavity and Middle Ear",1977,0.89,0.55,,,0.41,0.2,0.56,0.2
"Nose, Nasal Cavity and Middle Ear",1978,1.22,0.44,,,0.41,0.22,0.42,0.21
"Nose, Nasal Cavity and Middle Ear",1979,1.19,0.36,,,0.36,0.17,0.54,0.25
"Nose, Nasal Cavity and Middle Ear",1980,1.04,0.67,,,0.3,0.18,0.54,0.2
"Nose, Nasal Cavity and Middle Ear",1981,1.03,0.53,,,0.34,0.15,0.47,0.2
"Nose, Nasal Cavity and Middle Ear",1982,0.98,0.54,,,0.31,0.18,0.65,0.22
"Nose, Nasal Cavity and Middle Ear",1983,0.88,0.46,,,0.31,0.16,0.68,0.19
"Nose, Nasal Cavity and Middle Ear",1984,0.87,0.51,,,0.33,0.14,0.53,0.16
"Nose, Nasal Cavity and Middle Ear",1985,0.96,0.65,,,0.29,0.15,0.55,0.15
"Nose, Nasal Cavity and Middle Ear",1986,0.99,0.68,,,0.28,0.15,0.51,0.17
"Nose, Nasal Cavity and Middle Ear",1987,0.97,0.65,,,0.28,0.15,0.46,0.18
"Nose, Nasal Cavity and Middle Ear",1988,0.82,0.42,,,0.28,0.14,0.59,0.17
"Nose, Nasal Cavity and Middle Ear",1989,0.74,0.67,,,0.26,0.15,0.5,0.24
"Nose, Nasal Cavity and Middle Ear",1990,0.99,0.48,,,0.27,0.17,0.56,0.17
"Nose, Nasal Cavity and Middle Ear",1991,0.91,0.6,,,0.27,0.16,0.41,0.24
"Nose, Nasal Cavity and Middle Ear",1992,0.94,0.55,,,0.23,0.14,0.39,0.19
"Nose, Nasal Cavity and Middle Ear",1993,0.98,0.63,,,0.27,0.16,0.5,0.19
"Nose, Nasal Cavity and Middle Ear",1994,1.01,0.46,,,0.22,0.14,0.51,0.15
"Nose, Nasal Cavity and Middle Ear",1995,0.85,0.41,,,0.22,0.14,0.38,0.2
"Nose, Nasal Cavity and Middle Ear",1996,0.74,0.59,,,0.24,0.12,0.29,0.15
"Nose, Nasal Cavity and Middle Ear",1997,1.03,0.59,,,0.27,0.12,0.44,0.2
"Nose, Nasal Cavity and Middle Ear",1998,0.89,0.61,,,0.23,0.12,0.31,0.18
"Nose, Nasal Cavity and Middle Ear",1999,0.96,0.51,,,0.22,0.13,0.22,0.09
"Nose, Nasal Cavity and Middle Ear",2000,1.09,0.51,,,0.2,0.1,0.28,0.14
"Nose, Nasal Cavity and Middle Ear",2001,0.6,0.63,,,0.21,0.14,0.27,0.12
"Nose, Nasal Cavity and Middle Ear",2002,0.75,0.49,,,0.22,0.11,0.22,0.06
"Nose, Nasal Cavity and Middle Ear",2003,0.66,0.54,,,0.21,0.11,0.31,0.08
"Nose, Nasal Cavity and Middle Ear",2004,0.78,0.58,,,0.2,0.12,0.28,0.09
"Nose, Nasal Cavity and Middle Ear",2005,0.94,0.65,,,0.21,0.11,0.3,0.1
"Nose, Nasal Cavity and Middle Ear",2006,0.65,0.47,,,0.17,0.12,0.15,0.13
"Nose, Nasal Cavity and Middle Ear",2007,0.87,0.57,1.45,,0.19,0.11,0.26,0.15
"Nose, Nasal Cavity and Middle Ear",2008,1.01,0.55,1.17,,0.21,0.12,0.23,0.11
"Nose, Nasal Cavity and Middle Ear",2009,0.91,0.54,,,0.21,0.11,0.31,0.14
"Nose, Nasal Cavity and Middle Ear",2010,0.98,0.49,,,0.2,0.11,0.22,0.11
"Nose, Nasal Cavity and Middle Ear",2011,0.86,0.48,,,0.16,0.08,0.21,0.14
"Nose, Nasal Cavity and Middle Ear",2012,1.1,0.48,,,0.18,0.09,0.19,0.07
"Nose, Nasal Cavity and Middle Ear",2013,0.92,0.46,,,0.17,0.08,0.13,0.1
"Nose, Nasal Cavity and Middle Ear",2014,0.85,0.45,,,0.17,0.09,0.23,0.11
"Nose, Nasal Cavity and Middle Ear",2015,0.85,0.59,,,0.18,0.09,0.17,0.14
"Nose, Nasal Cavity and Middle Ear",2016,0.86,0.47,,,0.2,0.09,0.2,0.09
Larynx,1975,9.43,1.46,13.36,,3.22,0.43,4.97,0.78
Larynx,1976,9.95,1.44,14.61,,3.26,0.47,5.13,0.71
Larynx,1977,9.64,1.33,13.89,2.45,3.25,0.44,5.47,0.72
Larynx,1978,9.8,1.85,13.2,2.22,3.18,0.46,5.88,0.71
Larynx,1979,10.21,1.64,13.22,3.07,3.19,0.44,5.21,0.63
Larynx,1980,9.89,1.51,14.47,,2.95,0.44,5.73,0.87
Larynx,1981,9.56,2.03,16.33,,3.09,0.46,5.55,1.06
Larynx,1982,9.75,1.79,14.49,2.88,3.05,0.51,5.51,0.83
Larynx,1983,10.19,1.68,12.2,2.61,3.01,0.5,5.28,0.89
Larynx,1984,9.58,1.46,14.85,3.44,2.9,0.51,6.21,0.75
Larynx,1985,10.01,1.88,15.24,3.37,2.77,0.47,5.79,0.94
Larynx,1986,9.18,1.7,15.14,2.08,2.81,0.5,6.11,0.96
Larynx,1987,9.37,1.89,15.08,3.12,2.87,0.5,5.88,0.86
Larynx,1988,9.56,1.86,15.05,3.21,2.73,0.51,6.73,0.76
Larynx,1989,8.89,1.92,14.25,3.28,2.71,0.55,6.59,0.83
Larynx,1990,8.99,1.87,17.72,3.59,2.73,0.49,5.79,1.08
Larynx,1991,8.53,1.85,12.27,2.28,2.8,0.58,6.43,1.2
Larynx,1992,8.89,1.72,15.86,3.4,2.73,0.57,6.39,1.07
Larynx,1993,8.02,1.56,14.2,1.71,2.74,0.53,6.38,1.06
Larynx,1994,8.15,1.67,15.96,3.71,2.63,0.53,6.41,1.04
Larynx,1995,7.87,1.62,13.15,2.25,2.56,0.5,5.97,1.03
Larynx,1996,7.55,1.62,11.28,2.78,2.49,0.53,6.35,0.97
Larynx,1997,7.3,1.63,13.62,2.74,2.4,0.5,6.08,0.89
Larynx,1998,6.52,1.56,12.04,2.83,2.34,0.54,5.55,0.9
Larynx,1999,6.94,1.77,12.18,3.72,2.34,0.5,5.13,0.85
Larynx,2000,7.21,1.48,11.74,2.28,2.32,0.49,5.46,0.95
Larynx,2001,6.35,1.3,12.19,1.92,2.28,0.46,4.99,0.88
Larynx,2002,6.15,1.28,11.73,2.75,2.15,0.47,4.81,0.84
Larynx,2003,5.9,1.28,9.65,1.83,2.16,0.45,5.12,0.75
Larynx,2004,6.01,1.37,10.8,2.38,2.09,0.43,4.57,0.66
Larynx,2005,6.15,1.36,10.72,2.04,2.07,0.47,4.59,0.77
Larynx,2006,5.9,1.37,10.68,1.66,2.04,0.48,4.11,0.68
Larynx,2007,5.66,1.24,10.23,2.33,1.88,0.41,4.28,0.64
Larynx,2008,5.67,1.15,8.03,1.83,1.93,0.44,3.89,0.74
Larynx,2009,5.72,1.07,8.37,1.3,1.82,0.41,3.78,0.6
Larynx,2010,5.49,1.2,9.46,1.82,1.85,0.38,3.38,0.67
Larynx,2011,5.28,1.08,8.51,1.33,1.75,0.41,3.7,0.54
Larynx,2012,5.27,1.14,8.82,1.85,1.72,0.37,3.38,0.58
Larynx,2013,5.17,0.98,7.47,1.66,1.75,0.35,3.14,0.58
Larynx,2014,4.77,1.16,7.63,1.57,1.71,0.35,3.31,0.49
Larynx,2015,4.62,0.92,8.25,1.81,1.64,0.38,3.02,0.46
Larynx,2016,4.64,1.01,7.71,1.32,1.63,0.37,2.84,0.59
Lung and Bronchus,1975,89.15,24.84,114.71,24.66,75.47,17.67,91.01,17.34
Lung and Bronchus,1976,92.74,27.28,131.0,28.63,77.55,19.1,93.96,18.51
Lung and Bronchus,1977,94.73,28.07,124.86,33.88,79.09,20.09,100.8,19.91
Lung and Bronchus,1978,95.85,29.87,130.51,31.53,80.76,21.58,101.65,20.66
Lung and Bronchus,1979,95.19,31.64,127.72,34.11,81.64,22.42,102.89,22.24
Lung and Bronchus,1980,97.69,32.36,151.43,38.25,83.27,24.22,106.67,24.57
Lung and Bronchus,1981,98.44,35.52,142.96,37.45,83.52,25.1,109.71,25.1
Lung and Bronchus,1982,99.68,37.68,141.06,35.68,85.18,26.72,112.55,26.3
Lung and Bronchus,1983,97.63,39.09,151.34,39.49,85.4,28.28,112.76,28.73
Lung and Bronchus,1984,99.89,39.61,158.84,44.82,86.24,29.27,117.98,27.98
Lung and Bronchus,1985,96.84,40.87,149.68,46.04,86.69,30.81,117.5,29.64
Lung and Bronchus,1986,97.32,42.94,156.27,48.67,87.03,31.76,119.18,31.0
Lung and Bronchus,1987,100.66,45.49,143.59,43.28,88.09,33.04,121.77,32.48
